City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Casper,90,US,1615694059,93,42.8666,-106.3131,273.15,5.14
Santa Barbara,90,US,1615693819,81,34.7333,-120.0343,283.15,2.57
Cabo San Lucas,1,MX,1615693816,55,22.8909,-109.9124,291.15,2.06
Bilma,0,NE,1615694059,13,18.6853,12.9164,296.16,2.38
Puerto Colombia,12,CO,1615694060,79,10.9878,-74.9547,298.77,12.23
Tiarei,40,PF,1615694060,66,-17.5333,-149.3333,304.15,2.06
Raudeberg,100,NO,1615694060,72,61.9875,5.1352,278.71,6.21
Sept-Îles,40,CA,1615694060,48,50.2001,-66.3821,263.15,4.12
Ishim,20,RU,1615694061,92,56.1128,69.4902,259.99,3.51
Aden,0,YE,1615693894,76,12.7794,45.0367,298.49,7.93
Uíge,90,AO,1615694061,97,-7.6087,15.0613,291.26,0.82
Mackenzie,90,CA,1615694061,56,55.2999,-123.1698,279.15,4.12
Basqal,100,AZ,1615694061,82,40.7552,48.391,266.38,1.16
Puerto Carreño,87,CO,1615694062,69,6.189,-67.4859,298.56,3.44
Bengkulu,81,ID,1615694062,64,-3.8004,102.2655,302.3,2.97
Kamina,96,CD,1615694062,88,-8.7386,24.9906,290.51,1.0
Simao,0,CN,1615694062,20,22.7886,100.9748,300.28,3.35
Calvinia,11,ZA,1615694063,32,-31.4707,19.776,289.75,0.7
Pierre,1,US,1615693946,65,44.3683,-100.351,279.26,3.15
Yantzaza,100,EC,1615693768,98,-3.8278,-78.7594,292.87,0.82
Arlit,47,NE,1615694063,18,18.7369,7.3853,293.17,3.4
Asheboro,90,US,1615694063,62,35.7079,-79.8136,285.93,0.78
Bay-Khaak,1,RU,1615694064,69,51.1667,94.5,257.2,1.27
Tsimmerbude,75,RU,1615694064,81,54.675,20.1347,278.15,4.0
Narsaq,90,GL,1615693796,59,60.9167,-46.05,270.15,1.03
Poronaysk,39,RU,1615694064,96,49.2167,143.1167,273.68,1.22
Moscow,90,RU,1615693790,93,55.7522,37.6156,272.15,5.0
Ginir,29,ET,1615694065,47,7.1333,40.7,288.27,0.83
Marsabit,0,KE,1615694065,76,2.3284,37.9899,289.48,7.8
Ahipara,2,NZ,1615694065,60,-35.1667,173.1667,293.95,1.21
Rudnogorsk,100,RU,1615694066,81,57.2639,103.7519,260.0,6.67
Nizwá,0,OM,1615694066,34,22.9333,57.5333,296.72,1.18
Port Keats,99,AU,1615694066,63,-14.25,129.55,304.86,1.75
Pāli,8,IN,1615694066,18,25.7667,73.3333,300.76,2.26
Itarema,81,BR,1615694067,87,-2.9248,-39.9167,298.03,2.41
Moree,90,AU,1615694067,65,-29.4667,149.85,301.15,4.12
Broome,1,US,1615694067,34,42.2506,-75.833,274.15,4.12
Abatskiy,62,RU,1615694067,94,56.2875,70.4555,259.96,3.7
Anadyr,20,RU,1615693810,86,64.75,177.4833,268.15,2.0
Ameca,0,MX,1615693948,46,20.55,-104.0333,291.48,2.24
Hasaki,20,JP,1615694068,33,35.7333,140.8333,290.93,9.26
Yangi Marg`ilon,75,UZ,1615694068,52,40.4272,71.7189,278.15,11.32
Chernyshevskiy,100,RU,1615694068,90,63.0128,112.4714,257.63,5.78
Chicama,78,PE,1615694069,72,-7.8447,-79.1469,296.62,2.58
Impfondo,99,CG,1615694069,92,1.6381,18.0667,294.68,0.9
Lompoc,90,US,1615694019,71,34.6391,-120.4579,284.15,3.6
Shingū,20,JP,1615694069,47,33.7333,135.9833,286.15,8.23
Fare,0,PF,1615694069,73,-16.7,-151.0167,301.38,5.27
Kolomna,90,RU,1615694070,86,55.0794,38.7783,272.15,3.0
Carnarvon,20,AU,1615694024,43,-24.8667,113.6333,307.15,6.69
Sirte,96,LY,1615694070,70,31.2089,16.5887,288.97,5.78
Champerico,62,GT,1615694070,94,14.3,-91.9167,293.71,0.45
Rio de Janeiro,40,BR,1615694071,83,-22.9028,-43.2075,299.82,1.03
Doha,0,QA,1615694071,59,25.2867,51.5333,292.04,2.57
Dwārka,0,IN,1615694028,49,22.2394,68.9678,300.72,6.31
Clovis,40,US,1615693920,44,36.8252,-119.7029,289.15,2.57
Novikovo,100,RU,1615694071,97,51.1537,37.8879,274.23,5.49
Buraidah,3,SA,1615694072,58,26.326,43.975,285.15,1.03
Mayumba,100,GA,1615694072,89,-3.432,10.6554,299.65,2.58
Tobermory,4,CA,1615694072,80,45.2501,-81.6665,275.15,8.23
Stepantsevo,100,RU,1615694072,93,56.1314,41.7032,266.76,4.21
Cukai,40,MY,1615694073,94,4.25,103.4167,299.15,1.54
Kumluca,57,TR,1615694073,82,36.3703,30.2869,286.19,1.75
Vélingara,93,SN,1615694073,29,13.15,-14.1167,294.44,0.54
Itatiba,0,BR,1615694074,83,-23.0058,-46.8389,295.15,5.66
Yulara,90,AU,1615694074,46,-25.2406,130.9889,294.15,6.69
Belaya Gora,5,RU,1615694062,87,68.5333,146.4167,251.2,0.63
Sudak,64,UA,1615694074,80,44.85,34.9667,277.88,1.93
Kankan,100,GN,1615694074,18,10.3854,-9.3057,298.51,1.74
Peniche,8,PT,1615693913,88,39.3558,-9.3811,282.59,2.24
Vao,91,NC,1615694075,77,-22.6667,167.4833,298.05,8.19
Laas,90,IT,1615694075,100,46.6166,10.7002,276.48,3.23
Ust-Kuyga,69,RU,1615694076,81,70.0167,135.6,251.87,3.01
Katangli,80,RU,1615694076,98,51.7102,143.2326,274.38,5.49
Bairiki Village,20,KI,1615694076,70,1.3292,172.9752,303.15,4.63
Hobyo,84,SO,1615693964,79,5.3505,48.5268,300.11,7.36
Osa,81,RU,1615694077,92,57.2829,55.4567,256.62,5.05
Heyang,100,CN,1615694077,90,26.1011,107.473,289.92,3.47
Verkhoyansk,100,RU,1615694077,88,67.5447,133.385,253.07,0.84
Urusha,100,RU,1615694077,98,54.05,122.9,273.76,2.06
Avera,1,US,1615694078,72,33.194,-82.5271,291.15,4.12
Anjozorobe,20,MG,1615694078,88,-18.4,47.8667,288.15,1.54
Winnemucca,1,US,1615694078,38,40.973,-117.7357,276.15,2.06
Kupang,100,ID,1615694079,76,-10.1667,123.5833,301.97,1.74
Mombasa,20,KE,1615694079,88,-4.0547,39.6636,297.15,2.57
Ipueiras,47,BR,1615694079,81,-7.0333,-40.45,294.63,0.76
Hualmay,46,PE,1615694079,76,-11.0964,-77.6139,295.44,1.7
Yar-Sale,99,RU,1615694080,89,66.8333,70.8333,259.93,4.28
Sola,90,VU,1615694080,94,-13.8833,167.55,299.15,5.36
Farafangana,53,MG,1615694080,86,-22.8167,47.8333,297.66,3.85
Kalabo,25,ZM,1615694080,94,-14.97,22.6814,291.02,1.39
Arteaga,0,MX,1615694081,64,18.4667,-102.4167,290.27,1.41
Tiznit Province,100,MA,1615694081,58,29.5833,-9.5,288.68,0.6
Clyde River,90,CA,1615694081,77,70.4692,-68.5914,252.15,10.29
Roura,75,GF,1615694081,100,4.7263,-52.3274,298.15,1.03
Nouadhibou,0,MR,1615694082,37,20.931,-17.0347,292.15,5.66
Oranjestad,20,AW,1615694082,78,12.524,-70.027,299.15,6.69
San Juan,16,AR,1615694082,63,-31.5375,-68.5364,295.84,6.76
Yazd,0,IR,1615694082,56,31.8972,54.3675,278.15,1.03
Madingou,100,CG,1615694083,98,-4.1536,13.55,296.39,0.89
Mentakab,32,MY,1615694083,53,3.4865,102.3516,305.68,0.79
Xincheng,0,CN,1615694084,59,33.6333,115.1833,291.48,5.02
Voh,100,NC,1615694084,61,-20.9667,164.7,302.28,3.36
Montevideo,0,UY,1615693806,88,-34.8335,-56.1674,288.15,1.54
Kulhudhuffushi,47,MV,1615694010,75,6.6221,73.07,301.42,6.4
College,1,US,1615694084,43,64.8569,-147.8028,259.15,2.57
Esil,0,KZ,1615694084,92,51.9556,66.4042,254.26,1.74
Arica,0,CL,1615694085,83,-18.475,-70.3042,294.15,1.03
Cayenne,75,GF,1615694058,100,4.9333,-52.3333,298.15,1.03
Takanosu,75,JP,1615694085,100,40.2219,140.3694,278.15,2.06
Kanniyākumāri,77,IN,1615694085,66,8.0833,77.5667,301.77,9.09
Sisimiut,67,GL,1615694085,75,66.9395,-53.6735,259.47,3.43
Rock Springs,90,US,1615694086,93,41.5875,-109.2029,271.15,12.35
Lewiston,1,US,1615694086,68,44.1003,-70.2148,270.93,0.61
Cap-Chat,100,CA,1615694086,58,49.1001,-66.6821,267.15,7.2
Kamenka,96,RU,1615694086,92,51.3223,42.7678,270.37,6.42
Manga,41,BF,1615694087,13,11.6636,-1.0731,296.52,2.72
Grindavik,40,IS,1615694087,68,63.8424,-22.4338,270.15,0.51
Mitsamiouli,93,KM,1615694087,72,-11.3847,43.2844,300.94,1.72
Port-Gentil,100,GA,1615694088,77,-0.7193,8.7815,300.78,3.07
Lagoa,96,PT,1615694088,84,39.05,-27.9833,289.08,12.48
Peterhead,40,GB,1615694088,70,57.5058,-1.7981,278.15,7.2
Dingle,69,PH,1615694088,75,10.9995,122.6711,301.85,1.1
Puerto Baquerizo Moreno,61,EC,1615694089,78,-0.9,-89.6,298.62,2.1
Woodward,90,US,1615694089,94,36.4337,-99.3904,291.15,12.35
Katima Mulilo,24,NA,1615694089,95,-17.5,24.2667,290.28,1.89
Piedras Negras,44,MX,1615694089,70,28.7,-100.5167,297.59,4.47
Karlskoga,75,SE,1615694090,93,59.3267,14.5239,274.15,3.09
Mezhova,89,UA,1615694090,91,48.2532,36.7347,272.42,4.77
Katherine,59,AU,1615693952,52,-14.4667,132.2667,306.15,4.12
Ust'-Ishim,87,RU,1615694090,93,57.6935,71.1665,262.83,2.93
Bermejo,75,AR,1615694091,83,-32.8833,-68.8,293.15,3.6
Santo André,36,BR,1615694091,73,-23.6639,-46.5383,295.15,3.6
Altay,74,CN,1615694091,68,47.8667,88.1167,266.0,0.29
Burgos,75,ES,1615693928,93,42.3394,-3.7079,275.15,2.06
Ponta Delgada,75,PT,1615694091,94,37.7333,-25.6667,288.15,6.69
Guerrero Negro,0,MX,1615693901,73,27.9769,-114.0611,286.83,6.61
Sānchor,0,IN,1615694092,20,24.7553,71.7722,302.89,4.1
Matamoros,40,MX,1615694092,7,25.5333,-103.25,304.15,4.12
Harbatpur,42,IN,1615694092,63,30.45,77.7333,292.15,0.84
Cortez,90,US,1615694093,80,37.3489,-108.5859,272.15,1.54
Port Macquarie,40,AU,1615694093,83,-31.4333,152.9167,298.15,5.66
Charyshskoye,67,RU,1615694093,74,51.3978,83.5598,260.09,1.61
Rossland,99,CA,1615694093,60,49.0831,-117.8022,278.15,2.06
Newport,35,GB,1615694094,78,51.5877,-2.9984,280.37,0.89
Puerto Escondido,0,MX,1615693874,74,15.85,-97.0667,298.86,2.09
Daule,75,EC,1615694094,78,-1.865,-79.9792,300.15,3.09
Bondo,99,CD,1615694094,99,3.8146,23.6866,293.51,1.14
Ambilobe,41,MG,1615694095,91,-13.2,49.05,297.45,0.83
Zhaoqing,24,CN,1615694095,60,23.0512,112.4597,299.34,2.56
Leshukonskoye,100,RU,1615694095,93,64.8989,45.7622,268.65,4.5
Awjilah,50,LY,1615694080,39,29.1081,21.2869,287.89,5.6
Santa Cruz Cabrália,0,BR,1615694096,78,-16.2781,-39.0247,298.15,3.09
Bokovskaya,87,RU,1615694096,94,49.229,41.8306,269.9,5.32
Shalya,94,RU,1615694096,88,57.2471,58.7298,257.69,5.16
Kangaatsiaq,100,GL,1615694096,87,68.3065,-53.4641,262.46,5.36
Ōhara,20,JP,1615694097,33,35.25,140.3833,290.93,9.26
El Real de Santa Maria,15,PA,1615694097,96,8.109,-77.7325,294.37,0.47
Thunder Bay,1,CA,1615693825,44,48.4001,-89.3168,277.15,3.6
Tornio,90,FI,1615694064,100,65.8481,24.1466,267.15,0.51
Zhangye,1,CN,1615694097,9,38.9342,100.4517,292.69,4.45
Solnechnyy,19,RU,1615694098,81,50.7214,136.6319,276.05,3.42
Tual,59,ID,1615693931,71,-5.6667,132.75,301.79,3.98
Finnsnes,90,NO,1615694098,86,69.2296,17.9811,271.15,0.51
Arman',0,RU,1615694098,69,59.7,150.1667,260.52,2.42
Lucea,20,JM,1615694098,57,18.451,-78.1736,297.15,2.06
Sayyan,50,YE,1615693914,17,15.1718,44.3244,287.14,1.26
Sambava,37,MG,1615694099,76,-14.2667,50.1667,297.62,3.16
Palmer,20,US,1615694099,37,42.1584,-72.3287,274.15,4.63
Lipari,2,IT,1615694099,80,38.4674,14.954,287.04,2.26
Limbang,75,MY,1615694100,79,4.75,115.0,302.15,2.06
Carrollton,1,US,1615693838,60,32.9537,-96.8903,295.37,6.17
Marsh Harbour,33,BS,1615694100,68,26.5412,-77.0636,294.9,4.01
Chimbote,87,PE,1615693920,75,-9.0853,-78.5783,295.89,2.59
Paciran,46,ID,1615693811,67,-6.8767,112.3761,302.82,2.99
Karasburg,20,NA,1615694100,38,-28.0167,18.75,292.74,1.89
Leningradskiy,100,RU,1615694101,89,69.3833,178.4167,268.74,4.21
Adiaké,20,CI,1615694101,94,5.2863,-3.304,300.15,4.12
Zabaykal'sk,53,RU,1615694101,32,49.6333,117.3167,283.09,11.99
Zhob,29,PK,1615694102,44,31.3411,69.4481,290.7,6.8
Tarko-Sale,100,RU,1615694102,91,64.9225,77.785,261.74,7.79
Koszalin,100,PL,1615694103,100,54.1944,16.1722,275.93,9.59
Qui Nhon,3,VN,1615694103,69,13.7667,109.2333,299.52,5.71
Banjar,40,ID,1615694103,55,-8.19,114.9675,308.15,4.63
Pacific Grove,7,US,1615694003,81,36.6177,-121.9166,283.15,1.79
Adrian,1,US,1615694104,39,41.8975,-84.0372,279.26,2.06
Balakhta,100,RU,1615694104,75,55.38,91.6,259.04,5.98
Constantine,40,DZ,1615694104,100,36.365,6.6147,276.15,0.71
Quaraí,70,BR,1615694105,69,-30.3875,-56.4514,295.42,5.93
Port Hedland,40,AU,1615694105,58,-20.3167,118.5667,304.15,9.77
